,0,1,2,3,4,5,6,7,8,9,10
0,0.9860146645246741,0.7050465026351119,0.9517775231825977,0.9092936175242929,0.4709084088095858,0.9741539733430603,0.9530042792693396,0.9993317539148816,0.9842670186757362,0.8884800192326887,0.9986923787617012
1,0.9741310315574624,0.8980180624714944,0.7828270661250778,0.9988666822113497,0.9999910773190483,0.6350172622429617,0.7783851468872125,0.9992153324794326,0.9999085566557859,0.9982040134006335,0.9971247656425208
2,0.9979634007279081,0.9997741785516574,0.9810263423988881,0.9020015152528609,0.9530803640539754,0.9861883817788482,0.940704398076851,0.9422445277657241,0.9999999985851278,0.9607091202834505,0.8530770651230931
3,0.0033811943227613464,0.9294910943760326,0.7968662466529913,0.44480498781126226,0.06416418574786638,0.005046804612300414,0.18001439482902817,0.9880878269546595,4.69699093779841e-09,0.999999999999376,0.44573272450702967
4,0.0700660738968815,0.840066898140223,0.9960579238499597,0.3026056716245545,0.13877364854933574,0.5253022313178215,0.044598119263083734,0.396187297775896,0.9999575074671891,0.7662525477553787,0.6333472363565603
5,0.8471846188634496,0.999995892999395,0.8675523037873316,0.5391204293761592,0.8505090237091882,0.8801780413527307,0.6780197606447386,0.8131719430319556,0.888747362523203,0.966965623998771,0.7387708343510723
6,0.04085470407417888,0.6075762527424624,0.006384724185129997,0.44779260762367645,0.6950828711222041,0.03981497415351951,0.0173207725410457,0.6096799649676561,0.5395101410407144,0.28236412829069657,0.008470097828380953
7,0.4573597530363959,0.19732138941939853,0.03318041505608291,0.47586366663803,0.13911354485396382,9.71171986010979e-07,0.5034449422080823,0.37301746935046276,0.30687059925301363,0.2722318195431487,0.20667994928432862
8,0.6912836533264293,0.9878722885715481,0.6254602787687934,0.8535726496624326,0.9679830718947895,0.8062048212517379,0.9999999999999984,0.08835716040413996,0.7580048254607474,0.7048007813088667,0.9862037438864327
9,0.03525483765893871,0.8395834375356234,0.04205074352348134,0.42304618008411027,0.5285497055806138,0.04503756262386276,0.011297141674007928,0.044354793644533215,5.752995150368011e-12,0.567176903384972,0.6359001897934199
10,0.33917715365339474,0.338385203993227,0.9972970254658682,0.005560233587257588,0.261221705811457,0.4744279437133563,0.88482338212747,0.9999999999999898,0.6379812566835196,0.3754646669306897,0.3684169817122366
11,0.9999988157377133,0.22279201936482934,0.36233040923191523,0.334090381770758,0.9338415118734804,0.3175823852689413,0.6261022993779872,0.29276100717545506,0.464420486818697,0.7249914821268456,0.5333750278056835
12,0.1016947230601619,0.025812786003268386,0.13521093457020497,0.9817749566131777,0.6820853382352554,0.16042763695171552,0.00099977426338429,0.40091228790871397,0.2879754245625546,0.7221058182000301,0.40341493749387225
13,0.0038931398311638278,0.10703978733095772,0.19522444167204428,0.0036501076410636974,0.0018182328249219705,0.47572764768522874,0.2223681400714358,0.16432952370843318,0.813379657553959,0.21951384542070612,0.1226051300410257
14,0.9999999604082406,0.9966541475787637,0.7686060889496421,0.417944490147937,0.91265138615141,0.18674018623353325,0.7971594183467875,0.9829406384847467,0.49202303151161436,0.7896586324856727,0.293283946935203
15,0.24033079164592672,0.0007956985937147097,0.2932090695888041,6.345462368229685e-09,0.0005642321009430234,0.1429696726994275,0.07855884248195132,0.4149665377059448,0.37345440668537905,0.09632288169425902,0.06431593359830064
16,0.4666073415490599,0.11158416939321462,0.47978812911217716,0.0438056431562304,4.5375362643916414e-05,0.0033175898574696982,0.44349917243371145,0.6712695438677904,0.32222088015682554,0.06664048770288149,0.5996012367414174
17,0.5788901429037165,0.7556884802421142,0.4334874928400625,0.7688414045566959,0.5386516412428031,0.46997974403499143,0.519909395528815,0.7752093727960802,0.2636448610604196,0.9821541320471913,0.7755572708523365
18,0.4723621762765088,0.6806468863932046,0.9336626673145743,0.5888271632614193,0.6460158536465296,0.3698622824307056,0.8934449897443215,0.043448059758947555,0.35308929022753993,0.5707293589136787,0.9945938449404831
19,0.813190915712033,0.43170662151945915,0.9574860335280653,0.8946162444788536,0.950703882501808,0.6375931279474596,0.9999974319965724,0.9074811011197255,0.9999295560207375,0.9997886935059177,0.9951299508204418
