,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.556589631640156,0.10764605888673294,0.02366566255239866,0.38274992924228163,0.42196682382357853,0.4204090222403852,0.002931767124052546,0.2346148500351569,0.20329029014829503,0.575992098697193,0.11679227711796847,0.7324776403493046,0.4654152091231461,0.19735732112865698,0.06900668231746825,0.39355175433351774
1,0.9999446725416752,0.9163262080706722,0.9309931709191082,0.5638819866168172,0.9641164614590193,0.6556877001304041,0.7769925214311965,0.9657915836337637,0.8467058480371371,0.7970033349976464,0.5995134439504138,0.4457258571672519,0.3555333487025415,0.9999958893475996,0.43251315421945713,0.34755661888762845
2,0.6384322320291738,0.10439461884694405,0.46045531389592476,0.052352397576781215,0.4109490651938583,0.2800361864276538,0.08782083181119316,0.1143837610495673,0.0003717071770834061,0.12087552882498387,0.21423722696912048,0.5983547895651675,0.00021015522927983365,0.6234565583067759,0.6135871263570658,0.1550165592359274
3,0.5209839709138196,0.7323081653542972,0.48173170715451435,0.4218969315483549,0.34085768645910486,0.20831334785974745,0.4601533223003513,1.968809994113223e-07,0.4568729188714328,0.5001059215680964,0.23353481002646775,0.9447937933923585,0.10786877993994255,0.8084751693959157,0.5439572516407791,0.6553836060683491
4,0.1708943205462572,0.7055328988455942,0.398857492968652,0.35803469767016466,0.42351477575238144,0.0511433583484939,0.5138341631663831,0.11895484896505025,0.4460299897148218,0.2079747906533363,0.4494007844216428,0.4776621104777379,0.6331417684440818,0.06893436255115774,0.31593373783550927,0.013464794394502521
5,0.8488530564697506,0.38007598608451476,0.604884566102034,0.21235306302106946,0.23043698350086955,0.7426776203178427,0.562139273133107,0.3009031745991061,0.7354068261856015,0.9997561384120903,0.5718332218724212,0.9945619837232998,0.9529616768761822,0.6811009693880123,0.6075641099356163,0.6305452412629518
6,0.97375419019941,0.5565899498192489,0.5669465445952823,0.5727131039267227,0.6862357446099523,0.32069492635428615,0.9999999330931495,0.15383320710284165,0.9964734989722928,0.9999375496972722,0.9764763557717673,0.9999943472161977,0.492289555393108,0.8506627319432418,0.9879196755331852,0.7745923297103665
7,0.18545023709664796,0.0016272891296537815,0.023667698226970336,0.24786638910826608,0.6085778337308558,0.246069863267509,0.8408973923945049,1.928440390477595e-05,0.4761393501466242,0.0001717473475248195,0.028285318574305024,0.08716459163567554,0.500049141549158,0.47620878145020396,2.6186618385820187e-05,0.1511380514145036
8,0.9902114796415813,0.799139448725168,0.9487766592837857,0.5044763786129434,0.9583756043057124,0.9976969631285273,0.2626363847844513,0.8828765883495205,0.5541700397426524,0.8490802362840925,0.9081954296684933,0.5086366338860426,0.29140076195865083,0.7909500987137452,0.4860947079253494,0.17574730540999864
9,0.6825630817220297,0.9877537226874176,0.7442226925296436,0.9922875317631519,0.8459056490435611,0.7743892209477217,0.8659551787774454,0.7476134293365558,0.733276024802797,0.9977043493668218,0.998399498691743,0.6101329201546688,0.9923633176278984,0.9801636716545215,0.998425276484321,0.9877161032988685
